LOT,SPC_OPERATION,LOT_DATA_COLLECT_DATE,CHART_VALUE,CHART_WAFER,INCONTROL_FLAG,CHART_PT_STATUS,CHART_TYPE,SPC_CHART_SUBSET,CHART_TEST_NAME
W4238540,187622,2025-01-27 09:43:42,-155.78227600000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W4238540,187622,2025-01-27 09:43:42,-155.78227600000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W4238540,187622,2025-01-27 09:43:42,-190.41910000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W4238540,187622,2025-01-27 09:43:42,-114.81700000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W4238540,187622,2025-01-27 09:43:42,-155.78227600000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W4238540,187622,2025-01-27 09:43:42,-190.41910000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W4238540,187622,2025-01-27 09:43:42,-114.81700000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W4238540,187622,2025-01-27 09:43:44,-162.75344000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-119.23900000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-195.85100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-162.75344000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-119.23900000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-195.85100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-162.75344000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-119.23900000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 09:43:44,-195.85100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-148.31940000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-104.86400000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-181.91300000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-148.31940000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-104.86400000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-181.91300000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-148.31940000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-104.86400000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4238540,187622,2025-01-27 10:33:18,-181.91300000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 00:39:15,-129.12415920000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W4499600,187622,2025-01-28 00:39:15,-156.34550000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W4499600,187622,2025-01-28 00:39:15,-156.34550000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W4499600,187622,2025-01-28 00:39:15,-129.12415920000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W4499600,187622,2025-01-28 00:39:15,-96.64570000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W4499600,187622,2025-01-28 00:39:15,-129.12415920000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W4499600,187622,2025-01-28 00:39:15,-96.64570000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W4499600,187622,2025-01-28 00:39:17,-160.57100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-132.79452000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-132.79452000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-100.36500000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-100.36500000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-160.57100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-132.79452000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-100.36500000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 00:39:17,-160.57100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-155.82100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-133.26352000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-133.26352000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-102.75500000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-102.75500000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-155.82100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-133.26352000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-102.75500000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4499600,187622,2025-01-28 01:24:55,-155.82100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-96.15193076923080,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-111.63100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-78.17500000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-96.15193076923080,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-78.17500000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-111.63100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-96.15193076923080,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-78.17500000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:05,-111.63100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 10:48:01,1757.86745000000000,,N,I,X-BAR,ALL MEASUREMENTS,257CPROBOW
W416961B,187622,2025-01-30 10:48:01,-80.22110000000000,,Y,I,MIN,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 10:48:01,1757.86745000000000,,N,I,X-BAR,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 10:48:01,3595.95600000000000,,N,I,MAX,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 10:48:01,-80.22110000000000,,Y,I,MIN,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 10:48:01,3595.95600000000000,,N,I,MAX,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 10:48:01,1757.86745000000000,,N,I,X-BAR,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 10:48:03,-85.03700000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-86.40950000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-86.40950000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-85.72325000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-85.72325000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-85.03700000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-85.72325000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-85.03700000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 10:48:03,-86.40950000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 12:45:07,-79.33873000000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5010640,187622,2025-01-30 12:45:07,-114.50160000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5010640,187622,2025-01-30 12:45:07,-46.90263000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5010640,187622,2025-01-30 12:45:07,-79.33873000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5010640,187622,2025-01-30 12:45:07,-79.33873000000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5010640,187622,2025-01-30 12:45:07,-114.50160000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5010640,187622,2025-01-30 12:45:07,-46.90263000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5010640,187622,2025-01-30 12:45:09,-121.87400000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-85.84965600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-85.84965600000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-55.27880000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-55.27880000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-121.87400000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-85.84965600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-55.27880000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 12:45:09,-121.87400000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-52.93960000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-115.20000000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-82.17119600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-82.17119600000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-52.93960000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-115.20000000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-82.17119600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-52.93960000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010640,187622,2025-01-30 13:31:01,-115.20000000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 23:29:38,-96.93393500000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 23:29:38,-102.01560000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 23:29:38,-91.85227000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 23:29:38,-96.93393500000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W416961B,187622,2025-01-30 23:29:38,-96.93393500000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 23:29:38,-102.01560000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 23:29:38,-91.85227000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W416961B,187622,2025-01-30 23:29:41,-96.10150000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-107.81600000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-101.95875000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-101.95875000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-96.10150000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-107.81600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-101.95875000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-96.10150000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W416961B,187622,2025-01-30 23:29:41,-107.81600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015050,187622,2025-01-31 09:20:22,-55.97093280000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015050,187622,2025-01-31 09:20:22,-81.87550000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015050,187622,2025-01-31 09:20:22,-81.87550000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015050,187622,2025-01-31 09:20:22,-55.97093280000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5015050,187622,2025-01-31 09:20:22,-18.95681000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015050,187622,2025-01-31 09:20:22,-55.97093280000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015050,187622,2025-01-31 09:20:22,-18.95681000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015050,187622,2025-01-31 09:20:24,-59.04461600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-59.04461600000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-22.49420000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-85.90580000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-22.49420000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-85.90580000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-59.04461600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-22.49420000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015050,187622,2025-01-31 09:20:24,-85.90580000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015020,187622,2025-02-01 05:48:03,-108.13030000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015020,187622,2025-02-01 05:48:03,-69.84628000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015020,187622,2025-02-01 05:48:03,-90.44237615384620,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5015020,187622,2025-02-01 05:48:03,-90.44237615384620,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015020,187622,2025-02-01 05:48:03,-90.44237615384620,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015020,187622,2025-02-01 05:48:03,-108.13030000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015020,187622,2025-02-01 05:48:03,-69.84628000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:58:31,-102.17671739130400,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-130.34600000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-63.08010000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-102.17671739130400,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-63.08010000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-102.17671739130400,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-130.34600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-130.34600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:58:31,-63.08010000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:15:13,-83.41115130434780,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:15:13,-115.22460000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:15:13,-44.09695000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:15:13,-83.41115130434780,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W450975A,187622,2025-02-02 21:15:13,-83.41115130434780,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:15:13,-115.22460000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:15:13,-44.09695000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W450975A,187622,2025-02-02 21:15:15,-88.81651304347830,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-88.81651304347830,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-49.60520000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-118.93100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-49.60520000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-118.93100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-88.81651304347830,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-118.93100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W450975A,187622,2025-02-02 21:15:15,-49.60520000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015040,187622,2025-02-05 20:13:50,-59.30644230769230,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5015040,187622,2025-02-05 20:13:50,-86.22828000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015040,187622,2025-02-05 20:13:50,-59.30644230769230,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015040,187622,2025-02-05 20:13:50,-38.24750000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015040,187622,2025-02-05 20:13:50,-59.30644230769230,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015040,187622,2025-02-05 20:13:50,-86.22828000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015040,187622,2025-02-05 20:13:50,-38.24750000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015040,187622,2025-02-05 20:13:52,-65.54528461538460,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-43.73630000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-94.07210000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-65.54528461538460,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-43.73630000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-94.07210000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-65.54528461538460,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-43.73630000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5015040,187622,2025-02-05 20:13:52,-94.07210000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 20:16:55,-163.35030000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5010630,187622,2025-02-05 20:16:55,-111.80700000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5010630,187622,2025-02-05 20:16:55,-136.80232000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5010630,187622,2025-02-05 20:16:55,-136.80232000000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5010630,187622,2025-02-05 20:16:55,-111.80700000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5010630,187622,2025-02-05 20:16:55,-136.80232000000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5010630,187622,2025-02-05 20:16:55,-163.35030000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5010630,187622,2025-02-05 20:16:57,-145.15792000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-123.52700000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-170.72000000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-145.15792000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-123.52700000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-170.72000000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-145.15792000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-123.52700000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 20:16:57,-170.72000000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-107.89700000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-158.04600000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-135.28792000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-135.28792000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-107.89700000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-158.04600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-135.28792000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-107.89700000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5010630,187622,2025-02-05 21:06:41,-158.04600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5015030,187622,2025-02-07 03:26:51,-52.19054076923080,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5015030,187622,2025-02-07 03:26:51,-60.85625000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015030,187622,2025-02-07 03:26:51,-52.19054076923080,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015030,187622,2025-02-07 03:26:51,-39.33262000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015030,187622,2025-02-07 03:26:51,-52.19054076923080,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015030,187622,2025-02-07 03:26:51,-60.85625000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015030,187622,2025-02-07 03:26:51,-39.33262000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-137.83720000000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-181.30570000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-101.55710000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-137.83720000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-137.83720000000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-181.30570000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:42,-101.55710000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5015020B,187622,2025-02-05 22:53:44,-142.65741666666700,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5015020B,187622,2025-02-05 22:53:44,-142.65741666666700,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5015020B,187622,2025-02-05 22:53:44,-107.81400000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5015020B,187622,2025-02-05 22:53:44,-185.01100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5015020B,187622,2025-02-05 22:53:44,-107.81400000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
